medicine name,bangla name,generic,company,category,strength,dosage form,pack size,sku,barcode,mrp,selling price,purchase price,stock quantity,unit type,batch number,expiry date,prescription required,active,image url,aliases,uses,dosage,side effects,warnings,storage,alternatives
Ibuprofen 400mg Tablet HEAL,,Ibuprofen,Healthcare Pharmaceuticals,Pain & Fever,400mg,Tablet,10 units/strip,MB-00057,8801602000057,15.85,14.90,11.62,87,tablet,MB240057,2028-10-15,no,yes,/assets/images/medicine-placeholder.svg,Ibuprofen; Pain & Fever; Healthcare Pharmaceuticals,"Pain, fever and inflammation",Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Ibuprofen
Ibuprofen 400mg Tablet DRUG,,Ibuprofen,Drug International,Pain & Fever,400mg,Tablet,10 units/strip,MB-00058,8801602000058,15.85,14.90,11.62,88,tablet,MB240058,2029-11-15,no,yes,/assets/images/medicine-placeholder.svg,Ibuprofen; Pain & Fever; Drug International,"Pain, fever and inflammation",Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Ibuprofen
Ibuprofen 400mg Tablet ACME,,Ibuprofen,Acme Laboratories,Pain & Fever,400mg,Tablet,10 units/strip,MB-00059,8801602000059,15.85,14.90,11.62,89,tablet,MB240059,2030-12-15,no,yes,/assets/images/medicine-placeholder.svg,Ibuprofen; Pain & Fever; Acme Laboratories,"Pain, fever and inflammation",Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Ibuprofen
Ibuprofen 400mg Tablet GENE,,Ibuprofen,General Pharmaceuticals,Pain & Fever,400mg,Tablet,10 units/strip,MB-00060,8801602000060,15.85,14.90,11.62,90,tablet,MB240060,2028-01-15,no,yes,/assets/images/medicine-placeholder.svg,Ibuprofen; Pain & Fever; General Pharmaceuticals,"Pain, fever and inflammation",Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Ibuprofen
Ibuprofen 400mg Tablet BEAC,,Ibuprofen,Beacon Pharmaceuticals,Pain & Fever,400mg,Tablet,10 units/strip,MB-00061,8801602000061,15.85,14.90,11.62,91,tablet,MB240061,2029-02-15,no,yes,/assets/images/medicine-placeholder.svg,Ibuprofen; Pain & Fever; Beacon Pharmaceuticals,"Pain, fever and inflammation",Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Ibuprofen
Ibuprofen 400mg Tablet POPU,,Ibuprofen,Popular Pharmaceuticals,Pain & Fever,400mg,Tablet,10 units/strip,MB-00062,8801602000062,15.85,14.90,11.62,92,tablet,MB240062,2030-03-15,no,yes,/assets/images/medicine-placeholder.svg,Ibuprofen; Pain & Fever; Popular Pharmaceuticals,"Pain, fever and inflammation",Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Ibuprofen
Ibuprofen 400mg Tablet NUVI,,Ibuprofen,Nuvista Pharma,Pain & Fever,400mg,Tablet,10 units/strip,MB-00063,8801602000063,15.85,14.90,11.62,93,tablet,MB240063,2028-04-15,no,yes,/assets/images/medicine-placeholder.svg,Ibuprofen; Pain & Fever; Nuvista Pharma,"Pain, fever and inflammation",Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Ibuprofen
Ibuprofen 400mg Tablet ORIO,,Ibuprofen,Orion Pharma,Pain & Fever,400mg,Tablet,10 units/strip,MB-00064,8801602000064,15.85,14.90,11.62,94,tablet,MB240064,2029-05-15,no,yes,/assets/images/medicine-placeholder.svg,Ibuprofen; Pain & Fever; Orion Pharma,"Pain, fever and inflammation",Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Ibuprofen
Naproxen 250mg Tablet SQUA,,Naproxen,Square Pharmaceuticals,Pain & Fever,250mg,Tablet,10 units/strip,MB-00065,8801602000065,20.20,18.99,14.81,95,tablet,MB240065,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Square Pharmaceuticals,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 250mg Tablet BEXI,,Naproxen,Beximco Pharmaceuticals,Pain & Fever,250mg,Tablet,10 units/strip,MB-00066,8801602000066,20.20,18.99,14.81,96,tablet,MB240066,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Beximco Pharmaceuticals,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 250mg Tablet INCE,,Naproxen,Incepta Pharmaceuticals,Pain & Fever,250mg,Tablet,10 units/strip,MB-00067,8801602000067,20.20,18.99,14.81,97,tablet,MB240067,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Incepta Pharmaceuticals,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 250mg Tablet RENA,,Naproxen,Renata Limited,Pain & Fever,250mg,Tablet,10 units/strip,MB-00068,8801602000068,20.20,18.99,14.81,98,tablet,MB240068,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Renata Limited,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 250mg Tablet OPSO,,Naproxen,Opsonin Pharma,Pain & Fever,250mg,Tablet,10 units/strip,MB-00069,8801602000069,20.20,18.99,14.81,99,tablet,MB240069,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Opsonin Pharma,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 250mg Tablet ESKA,,Naproxen,Eskayef Pharmaceuticals,Pain & Fever,250mg,Tablet,10 units/strip,MB-00070,8801602000070,20.20,18.99,14.81,100,tablet,MB240070,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Eskayef Pharmaceuticals,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 250mg Tablet ACI,,Naproxen,ACI Limited,Pain & Fever,250mg,Tablet,10 units/strip,MB-00071,8801602000071,20.20,18.99,14.81,101,tablet,MB240071,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; ACI Limited,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 250mg Tablet ARIS,,Naproxen,Aristopharma,Pain & Fever,250mg,Tablet,10 units/strip,MB-00072,8801602000072,20.20,18.99,14.81,102,tablet,MB240072,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Aristopharma,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 250mg Tablet HEAL,,Naproxen,Healthcare Pharmaceuticals,Pain & Fever,250mg,Tablet,10 units/strip,MB-00073,8801602000073,20.20,18.99,14.81,103,tablet,MB240073,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Healthcare Pharmaceuticals,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 250mg Tablet DRUG,,Naproxen,Drug International,Pain & Fever,250mg,Tablet,10 units/strip,MB-00074,8801602000074,20.20,18.99,14.81,104,tablet,MB240074,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Drug International,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 250mg Tablet ACME,,Naproxen,Acme Laboratories,Pain & Fever,250mg,Tablet,10 units/strip,MB-00075,8801602000075,20.20,18.99,14.81,105,tablet,MB240075,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Acme Laboratories,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 250mg Tablet GENE,,Naproxen,General Pharmaceuticals,Pain & Fever,250mg,Tablet,10 units/strip,MB-00076,8801602000076,20.20,18.99,14.81,106,tablet,MB240076,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; General Pharmaceuticals,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 250mg Tablet BEAC,,Naproxen,Beacon Pharmaceuticals,Pain & Fever,250mg,Tablet,10 units/strip,MB-00077,8801602000077,20.20,18.99,14.81,107,tablet,MB240077,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Beacon Pharmaceuticals,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 250mg Tablet POPU,,Naproxen,Popular Pharmaceuticals,Pain & Fever,250mg,Tablet,10 units/strip,MB-00078,8801602000078,20.20,18.99,14.81,108,tablet,MB240078,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Popular Pharmaceuticals,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 250mg Tablet NUVI,,Naproxen,Nuvista Pharma,Pain & Fever,250mg,Tablet,10 units/strip,MB-00079,8801602000079,20.20,18.99,14.81,109,tablet,MB240079,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Nuvista Pharma,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 250mg Tablet ORIO,,Naproxen,Orion Pharma,Pain & Fever,250mg,Tablet,10 units/strip,MB-00080,8801602000080,20.20,18.99,14.81,110,tablet,MB240080,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Orion Pharma,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 500mg Tablet SQUA,,Naproxen,Square Pharmaceuticals,Pain & Fever,500mg,Tablet,10 units/strip,MB-00081,8801602000081,20.20,18.99,14.81,111,tablet,MB240081,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Square Pharmaceuticals,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 500mg Tablet BEXI,,Naproxen,Beximco Pharmaceuticals,Pain & Fever,500mg,Tablet,10 units/strip,MB-00082,8801602000082,20.20,18.99,14.81,112,tablet,MB240082,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Beximco Pharmaceuticals,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 500mg Tablet INCE,,Naproxen,Incepta Pharmaceuticals,Pain & Fever,500mg,Tablet,10 units/strip,MB-00083,8801602000083,20.20,18.99,14.81,113,tablet,MB240083,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Incepta Pharmaceuticals,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 500mg Tablet RENA,,Naproxen,Renata Limited,Pain & Fever,500mg,Tablet,10 units/strip,MB-00084,8801602000084,20.20,18.99,14.81,114,tablet,MB240084,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Renata Limited,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 500mg Tablet OPSO,,Naproxen,Opsonin Pharma,Pain & Fever,500mg,Tablet,10 units/strip,MB-00085,8801602000085,20.20,18.99,14.81,115,tablet,MB240085,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Opsonin Pharma,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 500mg Tablet ESKA,,Naproxen,Eskayef Pharmaceuticals,Pain & Fever,500mg,Tablet,10 units/strip,MB-00086,8801602000086,20.20,18.99,14.81,116,tablet,MB240086,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Eskayef Pharmaceuticals,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 500mg Tablet ACI,,Naproxen,ACI Limited,Pain & Fever,500mg,Tablet,10 units/strip,MB-00087,8801602000087,20.20,18.99,14.81,117,tablet,MB240087,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; ACI Limited,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
Naproxen 500mg Tablet ARIS,,Naproxen,Aristopharma,Pain & Fever,500mg,Tablet,10 units/strip,MB-00088,8801602000088,20.20,18.99,14.81,118,tablet,MB240088,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Naproxen; Pain & Fever; Aristopharma,Arthritis and muscle pain,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Naproxen
